CODEFLD_ID,CODE_ID,LANG_ID,CODE_DESC,FIELD_ID,ENTITY_ID,FIELD_NAM,FIELD_NODE,CODEFLD_ID_1,CODE_ID_1,DISPLAYCOD,ENTITYGRP,SETID,CODEFLD_ID_2,CODE_ID_2,INACTIVE_DT,ALT_DT_1,ALT_DT_2,MAJ_COV,LONG_DESC,SH_DESC,LMOD_USR,LMOD_DT,LMOD_TIM,LONG_DESC2,LONG_DESC3,LONG_DESC4,LONG_DESC5,LONG_DESC6,LONG_DESC7,LONG_DESC8,LONG_DESC9,LONG_DESC10,LONG_DESC11,LONG_DESC12,LONG_DESC13,LONG_DESC14,LONG_DESC15
531,COMM,1,COMMONWEALTH INSURANCE,531,43,Carrier,,531,COMM,COMM,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,CONT,1,CONTINENTAL INSURANCE,531,43,Carrier,,531,CONT,CONT,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,CU,1,COMMERCIAL UNION,531,43,Carrier,,531,CU,CU,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,FMI,1,FACTORY MUTUAL INSURANCE CO.,531,43,Carrier,,531,FMI,FMI,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,GAUM,1,Global Aero Undwrtg Mgr. Ltd.,531,43,Carrier,,531,GAUM,GAUM,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,GERL,1,GERLING GLOBAL,531,43,Carrier,,531,GERL,GERL,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,GU,1,GUARDIAN INSURANCE,531,43,Carrier,,531,GU,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,LIB,1,LIBERTY MUTUAL,531,43,Carrier,,531,LIB,LIB,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,LIBI,1,LIBERTY INTERNATIONAL CANADA,531,43,Carrier,,531,LIBI,LIBI,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,LOY,1,LLOYD'S UNDERWRITERS,531,43,Carrier,,531,LOY,LOY,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,MCL,1,MCLARENS FIRST CONTRACT,531,43,Carrier,,531,MCL,MCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,MCL2,1,MCLARENS SECOND CONTRACT,531,43,Carrier,,531,MCL2,MCL2,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,OMEX,1,ON MUNICIPAL INS EXCHANGE,531,43,Carrier,,531,OMEX,OMEX,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,OMX2,1,OMEX CLAIMS OPEN,531,43,Carrier,,531,OMX2,OMX2,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PROT,1,PROTECTION MUTUAL,531,43,Carrier,,531,PROT,PROT,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,R&S,1,ROYAL & SUN ALLIANCE,531,43,Carrier,,531,R&S,R&S,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,REL,1,RELIANCE INSURANCE,531,43,Carrier,,531,REL,REL,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,SEC,1,SECURITY INSURANCE OF HARTFORD,531,43,Carrier,,531,SEC,SEC,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,SELF,1,SELF-ADMINISTERED,531,43,Carrier,,531,SELF,SELF,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,SHIP,1,SHIPOWNERS MUTUAL,531,43,Carrier,,531,SHIP,SHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,SOV,1,SOVEREIGN GENERAL,531,43,Carrier,,531,SOV,SOV,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,SSC,1,SEABOARD SURETY COMPANY,531,43,Carrier,,531,SSC,SSC,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,TEM,1,TEMPLE INSURANCE COMPANY,531,43,Carrier,,531,TEM,TEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,WELL,1,WELLINGTON INSURANCE,531,43,Carrier,,531,WELL,WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,ZUR,1,Zurich Insurance Company,531,43,Carrier,,531,ZUR,ZUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,FM,1,FM Global,531,43,Carrier,,531,FM,FM,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,AIG,1,AIG INSURANCE COMPANY,531,43,Carrier,,531,AIG,AIG,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,TTC,1,Toronto Transit Commission Insurance Company Limited,531,43,Carrier,,531,TTC,TTC,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,9998,1,zInvalid Code,534,43,Carrier,,534,9998,9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,A,1,zAdjusting,534,43,Cause,,534,A,A,,,534,A,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,AB,1,Accident Benefits,534,43,Cause,,534,AB,AB,30,,,,,,,30,AUTO LIABILITY,AL,1,24-MAR-00,1515090086,,,,,,,,,,,,,,
534,ABEM,1,Accident Benefits-COT Employee,534,43,Cause,,534,ABEM,ABEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,AC,1,Animal Control,534,43,Cause,,534,AC,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ADI,1,Advertising Injury,534,43,Cause,,534,ADI,ADI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,AO,1,zAutomobile-Other,534,43,Cause,,534,AO,AO,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,APPI,1,Access to Property Impeded,534,43,Cause,,534,APPI,APPI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ARF,1,Amusement Rides-AMR,534,43,Cause,,534,ARF,ARF,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ARH,1,Amusement Rides-Human Err,534,43,Cause,,534,ARH,ARH,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ARR,1,Arrest-BI/PD,534,43,Cause,,534,ARR,ARR,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,ASFE,1,zAbandoned Scene B4 Fire Exting,534,43,Cause,,534,ASFE,ASFE,,,534,ASFE,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,AU,1,zAutomobile,534,43,Cause,,534,AU,AU,20,,534,AU,18-JUN-19,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,AUD,1,zAudit,534,43,Cause,,534,AUD,AUD,,,534,AUD,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,AWIC,1,zAssault While in Custody,534,43,Cause,,534,AWIC,AWIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,B,1,zBurglary/Theft,534,43,Cause,,534,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,B&K,1,zB&K Truck Lines,534,43,Cause,,534,B&K,B&K,,,534,B&K,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,BAG,1,zBaggage,534,43,Cause,,534,BAG,BAG,,,534,BAG,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,BF,1,zBrush Fire,534,43,Cause,,534,BF,BF,,,534,BF,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,BI,1,zBodily Injury,534,43,Cause,,534,BI,BI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BIFI,1,zBuilding Inspections- Failure,534,43,Cause,,534,BIFI,BIFI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BINI,1,Negligent Inspection,534,43,Cause,,534,BINI,BINI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BIPE,1,Plan Examination,534,43,Cause,,534,BIPE,BIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BNPD,1,zNon-Owned Auto Liab.-Pd,534,43,Cause,,534,BNPD,BNPD,,,534,BNPD,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,BOC,1,zBreach of Contract,534,43,Cause,,534,BOC,BOC,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BOL,1,zBill of Lading,534,43,Cause,,534,BOL,BOL,,,534,BOL,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,BPD,1,Bicycle Path-Design,534,43,Cause,,534,BPD,BPD,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,BPF,1,zBuild Permit Failure to Issue,534,43,Cause,,534,BPF,BPF,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BPM,1,Bicycle Path-Maintenance,534,43,Cause,,534,BPM,BPM,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,BR,1,zBreakage,534,43,Cause,,534,BR,BR,,,534,BR,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,BSFB,1,Bsbll/SprtsFld-BI/PD-ball,534,43,Cause,,534,BSFB,BSFB,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,BSFO,1,Bsbll/SprtsFld-BI/PD-othe,534,43,Cause,,534,BSFO,BSFO,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,BU,1,Business Interruption,534,43,Cause,,534,BU,BU,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BUP,1,Building Permits,534,43,Cause,,534,BUP,BUP,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,C,1,zCustody / BI,534,43,Cause,,534,C,C,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,CA,1,zCargo,534,43,Cause,,534,CA,CA,,,534,CA,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CANE,1,zCancellation Expenses,534,43,Cause,,534,CANE,CANE,,,534,CANE,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CB,1,Contolled Burn,534,43,Cause,,534,CB,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CC,1,Cable Cut,534,43,Cause,,534,CC,CC,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,CCC,1,zPlayground Equip-Child Care Ct,534,43,Cause,,534,CCC,CCC,20,,534,CCC,18-JUN-19,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,CD,1,zCarton Damage,534,43,Cause,,534,CD,CD,,,534,CD,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CG,1,zCrossing Guard,534,43,Cause,,534,CG,CG,20,,534,CG,18-JUN-19,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,CL,1,zCollision,534,43,Cause,,534,CL,CL,30,,,,,,,30,AUTO LIABILITY,AL,1,24-MAR-00,1515090086,,,,,,,,,,,,,,
534,CLN,1,Changing Lanes,534,43,Cause,,534,CLN,CLN,30,,,,,,,30,AUTO LIABILITY,AL,1,24-MAR-00,1515090086,,,,,,,,,,,,,,
534,CN,1,Contamination,534,43,Cause,,534,CN,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CPD,1,zConcealed-Physical Damage,534,43,Cause,,534,CPD,CPD,,,534,CPD,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CPGD,1,CCC-Plygrd-Design/Install,534,43,Cause,,534,CPGD,CPGD,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CPGE,1,CCC-Plygrd-Equip-Maint,534,43,Cause,,534,CPGE,CPGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CPGF,1,CCC-Plygr Equip-Failure,534,43,Cause,,534,CPGF,CPGF,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CPIC,1,zCPIC Information Error,534,43,Cause,,534,CPIC,CPIC,,,534,CPIC,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CR,1,zContractor Complaint,534,43,Cause,,534,CR,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CRC,1,Crowd / Riot Control,534,43,Cause,,534,CRC,CRC,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CREX,1,zCurailment Expenses,534,43,Cause,,534,CREX,CREX,,,534,CREX,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CROW,1,zCrowd / Riot Control,534,43,Cause,,534,CROW,CROW,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,CTM,1,zCentral Mack,534,43,Cause,,534,CTM,CTM,,,534,CTM,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,CV,1,Charter Violation,534,43,Cause,,534,CV,CV,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,DE,1,Dispatch Error,534,43,Cause,,534,DE,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DFSM,1,zDebris-Fall St.Main-RDSW,534,43,Cause,,534,DFSM,DFSM,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DFSP,1,zDebris-Fall S.-Maint Prop,534,43,Cause,,534,DFSP,DFSP,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DOG,1,zPolice Dog / BI - PD,534,43,Cause,,534,DOG,DOG,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,DOI,1,Disclosure Of Information,534,43,Cause,,534,DOI,DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DOOR,1,Door Opened into Traffic,534,43,Cause,,534,DOOR,DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DR,1,Derailment,534,43,Cause,,534,DR,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DRT,1,Delayed Response Time,534,43,Cause,,534,DRT,DRT,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,DRW,1,zDebris On Roadway,534,43,Cause,,534,DRW,DRW,30,,,,,,,30,AUTO LIABILITY,AL,1,24-MAR-00,1515090086,,,,,,,,,,,,,,
534,DRWA,1,zDebris on Roadway-Auto,534,43,Cause,,534,DRWA,DRWA,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,DSLF,1,zDebris-SL-Fail RD/SW,534,43,Cause,,534,DSLF,DSLF,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,DSLH,1,zDebris-SL-Human Err-RD/SW,534,43,Cause,,534,DSLH,DSLH,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,E,1,zErrors & Ommissions,534,43,Cause,,534,E,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,E&O,1,zErrors & Ommissions,534,43,Cause,,534,E&O,E&O,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EB,1,zEquipment Breakage,534,43,Cause,,534,EB,EB,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EDIS,1,Employee Dishonesty,534,43,Cause,,534,EDIS,EDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EF,1,Emergency/Forced Entry,534,43,Cause,,534,EF,EF,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,EFE,1,Elevator-Failure of Equip,534,43,Cause,,534,EFE,EFE,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,EI,1,zEnvironmental Impairment,534,43,Cause,,534,EI,EI,,,534,EI,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,EL,1,zEnvironmental Liability,534,43,Cause,,534,EL,EL,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,EM,1,Elevator-Maintenance,534,43,Cause,,534,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EO,1,zErrors & Omissions,534,43,Cause,,534,EO,EO,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,EOCA,1,E & O-contracts/agreement,534,43,Cause,,534,EOCA,EOCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EOCM,1,E & O-councilmembers only,534,43,Cause,,534,EOCM,EOCM,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EQ,1,zEquipment Failure,534,43,Cause,,534,EQ,EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,EQF,1,Equipment Failure,534,43,Cause,,534,EQF,EQF,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ERP,1,zEmergency Response Plan,534,43,Cause,,534,ERP,ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,F,1,Fire,534,43,Cause,,534,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FA,1,zFatality,534,43,Cause,,534,FA,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FARR,1,False Arrest,534,43,Cause,,534,FARR,FARR,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,FB,1,zFurnace Blowback,534,43,Cause,,534,FB,FB,,,534,FB,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,FD,1,zFraud,534,43,Cause,,534,FD,FD,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FE,1,zFailure to Prosecute,534,43,Cause,,534,FE,FE,20,,,,,,,20,GENERAL LIABILITY,GL,51,18-SEP-11,1367909500,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY,GENERAL LIABILITY
534,FIA,1,Failure to Advise,534,43,Cause,,534,FIA,FIA,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FIRE,1,zFire,534,43,Cause,,534,FIRE,FIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FLT,1,zFlat Fee,534,43,Cause,,534,FLT,FLT,,,534,FLT,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,FO,1,Falling Object,534,43,Cause,,534,FO,FO,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FP,1,zFailure to Prosecute,534,43,Cause,,534,FP,FP,,,534,FP,18-JUN-19,,,,,,,,,,,,,,,,,,,,,,
534,FPL,1,Falling PrkLot/Barrier/GD,534,43,Cause,,534,FPL,FPL,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FSI,1,Fire Suppression Improper,534,43,Cause,,534,FSI,FSI,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FSP,1,Food Service Preparation,534,43,Cause,,534,FSP,FSP,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FTSV,1,zFailure to Stop Vehicle,534,43,Cause,,534,FTSV,FTSV,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FUE,1,Funeral Escort,534,43,Cause,,534,FUE,FUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,FY,1,zFidelity,534,43,Cause,,534,FY,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,
